Cell	Longitude	Latitude
2034	34.83613	46.65833
2035	34.888382	46.65748
2036	34.94063	46.656605
2037	34.99288	46.655704
2038	35.045128	46.654785
2039	35.09737	46.65384
2040	35.14961	46.652866
2041	35.201847	46.651875
2042	35.25408	46.650856
2043	35.306316	46.649815
2044	35.358547	46.64875
2045	35.41077	46.64766
2046	35.462994	46.64655
2047	35.515217	46.645412
2048	35.567432	46.64425
2049	35.619648	46.643066
2050	35.671856	46.641857
2051	35.724064	46.640625
2052	35.776268	46.63937
2053	35.82847	46.638092
2054	35.880665	46.636787
2055	35.932858	46.63546
2056	33.267914	46.708748
2057	33.320244	46.708614
2058	33.37257	46.708454
2059	33.4249	46.70827
2060	33.477226	46.708065
2061	33.529556	46.707836
2062	33.581882	46.70758
2063	33.63421	46.707306
2064	33.68653	46.707
2065	33.738857	46.706676
2066	33.79118	46.706326
2067	33.843502	46.70595
2068	33.895824	46.705555
2069	33.948143	46.70513
2070	34.00046	46.70469
2071	34.05278	46.70422
2072	34.1051	46.703724
2073	34.157413	46.70321
2074	34.209724	46.702667
2075	34.262035	46.702103
2076	34.314346	46.70151
2077	34.366657	46.7009
2078	34.418964	46.700264
2079	34.471268	46.699604
2080	34.52357	46.698917
2081	34.57587	46.698208
2082	34.62817	46.697475
2083	34.68047	46.69672
2084	34.73276	46.695942
2085	34.785057	46.695137
2086	34.837345	46.69431
2087	34.889633	46.69346
2088	34.94192	46.69258
2089	34.9942	46.69168
2090	35.046486	46.690758
2091	35.098763	46.68981
2092	35.15104	46.68884
2093	35.203312	46.687843
2094	35.25558	46.686825
2095	35.307846	46.685783
2096	35.36011	46.684715
2097	35.412373	46.683624
2098	35.46463	46.68251
2099	35.516884	46.681374
2100	35.569138	46.68021
2101	35.621384	46.679024
2102	35.67363	46.677814
2103	35.725872	46.676582
2104	35.77811	46.675323
2105	35.830345	46.67404
2106	35.882576	46.672737
2107	35.934803	46.67141
2108	33.26809	46.744743
2109	33.320454	46.74461
2110	33.372818	46.74445
2111	33.425182	46.74427
2112	33.477547	46.74406
2113	33.529907	46.74383
2114	33.582268	46.743576
2115	33.63463	46.743298
2116	33.68699	46.742996
2117	33.73935	46.74267
2118	33.791706	46.74232
2119	33.844063	46.741947
2120	33.89642	46.741547
2121	33.948776	46.741127
2122	34.00113	46.74068
2123	34.053482	46.740208
2124	34.10583	46.739716
2125	34.15818	46.739197
2126	34.21053	46.738655
2127	34.26288	46.73809
2128	34.31522	46.7375
2129	34.367565	46.736885
2130	34.419907	46.736248
2131	34.472248	46.735588
2132	34.524586	46.7349
2133	34.57692	46.73419
2134	34.629253	46.73346
2135	34.681587	46.7327
2136	34.733917	46.731922
2137	34.786243	46.731117
2138	34.83857	46.730286
2139	34.890892	46.729435
2140	34.94321	46.728558
2141	34.99553	46.727657
2142	35.047844	46.72673
2143	35.10016	46.725784
2144	35.152466	46.72481
2145	35.204777	46.723816
2146	35.25708	46.722794
2147	35.30938	46.721752
2148	35.36168	46.720684
2149	35.413975	46.71959
2150	35.466267	46.718475
2151	35.51856	46.717335
2152	35.570843	46.71617
2153	35.623127	46.714985
2154	35.675407	46.71377
2155	35.727684	46.71254
2156	35.779957	46.71128
2157	35.832226	46.709995
2158	35.88449	46.70869
2159	35.936752	46.70736
2160	33.26827	46.78074
2161	33.320667	46.780605
2162	33.373066	46.780445
2163	33.425465	46.780266
2164	33.477863	46.780056
2165	33.530262	46.779827
2166	33.582657	46.77957
2167	33.63505	46.779293
2168	33.687447	46.77899
2169	33.73984	46.778664
2170	33.792233	46.778313
2171	33.844627	46.77794
2172	33.89702	46.77754
2173	33.949406	46.77712
2174	34.001797	46.77667
2175	34.054184	46.7762
2176	34.106567	46.775703
2177	34.158955	46.77519
2178	34.211338	46.774643
2179	34.263718	46.77408
2180	34.316097	46.773487
2181	34.368477	46.772873
2182	34.420853	46.772236
2183	34.47323	46.771572
2184	34.5256	46.770885
2185	34.57797	46.770176
2186	34.63034	46.76944
2187	34.682705	46.768684
2188	34.73507	46.767902
2189	34.787434	46.767094
2190	34.839794	46.766266
2191	34.89215	46.76541
2192	34.944504	46.764534
2193	34.996857	46.76363
2194	35.04921	46.762707
2195	35.101555	46.761757
2196	35.1539	46.76078
2197	35.20624	46.759785
2198	35.258583	46.758762
2199	35.310917	46.757717
2200	35.36325	46.75665
2201	35.41558	46.755554
2202	35.46791	46.754436
2203	35.520233	46.753296
2204	35.572556	46.752132
2205	35.62487	46.750942
2206	35.677185	46.74973
2207	35.729496	46.748493
2208	35.781803	46.747234
2209	35.83411	46.74595
2210	35.88641	46.74464
2211	35.938705	46.74331
2212	33.268448	46.81674
2213	33.32088	46.8166
2214	33.373318	46.81644
2215	33.42575	46.81626
2216	33.478184	46.81605
2217	33.530613	46.815823
2218	33.583046	46.815567
2219	33.635475	46.81529
2220	33.687904	46.814983
2221	33.740334	46.814655
2222	33.792763	46.814304
2223	33.84519	46.81393
2224	33.897617	46.81353
2225	33.95004	46.813107
2226	34.002464	46.81266
2227	34.054886	46.81219
2228	34.107307	46.811695
2229	34.159725	46.811176
2230	34.212143	46.81063
2231	34.26456	46.810066
2232	34.316975	46.809475
2233	34.36939	46.808857
2234	34.4218	46.80822
2235	34.47421	46.807556
2236	34.526615	46.80687
2237	34.57902	46.80616
2238	34.631428	46.805424
2239	34.683826	46.804665
2240	34.736225	46.803883
2241	34.788624	46.803074
2242	34.84102	46.802242
2243	34.89341	46.801388
2244	34.9458	46.80051
2245	34.998188	46.799606
2246	35.050575	46.79868
2247	35.102955	46.79773
2248	35.155334	46.796753
2249	35.207714	46.795753
2250	35.260086	46.79473
2251	35.312458	46.793686
2252	35.364826	46.792614
2253	35.41719	46.79152
2254	35.469555	46.7904
2255	35.52191	46.789257
2256	35.57427	46.788094
2257	35.62662	46.786903
2258	35.67897	46.785686
2259	35.731316	46.78445
2260	35.783657	46.783188
2261	35.835995	46.781902
2262	35.888332	46.78059
2263	35.940662	46.77926
2264	33.268627	46.852734
2265	33.3211	46.852596
2266	33.373566	46.852436
2267	33.426033	46.852253
2268	33.4785	46.852047
2269	33.530968	46.851814
2270	33.583435	46.85156
2271	33.635902	46.85128
2272	33.688366	46.85098
2273	33.74083	46.85065
2274	33.793293	46.8503
2275	33.845753	46.849922
2276	33.898216	46.84952
2277	33.950676	46.8491
2278	34.00313	46.84865
2279	34.05559	46.84818
2280	34.108047	46.847683
2281	34.1605	46.847164
2282	34.212955	46.84662
2283	34.265404	46.846054
2284	34.317856	46.84546
2285	34.370304	46.844845
2286	34.42275	46.844204
2287	34.475193	46.84354
2288	34.527637	46.842854
2289	34.58008	46.84214
2290	34.632515	46.841404
2291	34.68495	46.840645
2292	34.737385	46.83986
2293	34.789818	46.839054
2294	34.842247	46.83822
2295	34.894676	46.837364
2296	34.9471	46.836483
2297	34.999523	46.83558
2298	35.05194	46.834652
2299	35.10436	46.8337
2300	35.156773	46.832726
2301	35.209187	46.831722
2302	35.261597	46.8307
2303	35.314003	46.82965
2304	35.366405	46.82858
2305	35.418804	46.827484
2306	35.471203	46.826363
2307	35.523594	46.82522
2308	35.575985	46.82405
2309	35.628372	46.82286
2310	35.680756	46.821644
2311	35.733135	46.820404
2312	35.785515	46.81914
2313	35.837887	46.817852
2314	35.89026	46.816544
2315	35.942623	46.81521
2316	33.268806	46.88873
2317	33.321312	46.88859
2318	33.373814	46.88843
2319	33.42632	46.88825
2320	33.47882	46.888042
2321	33.531322	46.88781
2322	33.583824	46.887554
2323	33.636326	46.887276
2324	33.688828	46.88697
2325	33.741325	46.886642
2326	33.793823	46.88629
2327	33.84632	46.885914
2328	33.898815	46.885513
2329	33.95131	46.88509
2330	34.003803	46.884644
2331	34.056297	46.88417
2332	34.108788	46.883675
2333	34.161278	46.883152
2334	34.213764	46.882607
2335	34.26625	46.88204
2336	34.318737	46.881447
2337	34.37122	46.88083
2338	34.4237	46.880188
2339	34.47618	46.879524
2340	34.528656	46.878838
2341	34.58113	46.878124
2342	34.633606	46.877384
2343	34.686077	46.876625
2344	34.73855	46.87584
2345	34.791016	46.87503
2346	34.84348	46.8742
2347	34.895943	46.87334
2348	34.948402	46.87246
2349	35.00086	46.871555
2350	35.053314	46.870625
2351	35.105766	46.86967
2352	35.158215	46.868694
2353	35.210663	46.867695
2354	35.263107	46.86667
2355	35.315548	46.86562
2356	35.367985	46.864544
2357	35.42042	46.86345
2358	35.47285	46.862328
2359	35.52528	46.86118
2360	35.577705	46.860012
2361	35.630127	46.858818
2362	35.68255	46.8576
2363	35.734962	46.85636
2364	35.787373	46.855095
2365	35.839783	46.853806
2366	35.892185	46.852493
2367	35.944588	46.851154
2368	33.268986	46.924725
2369	33.321526	46.924587
2370	33.374065	46.924427
2371	33.426605	46.924244
2372	33.47914	46.924038
2373	33.53168	46.923805
2374	33.584217	46.92355
2375	33.636753	46.923267
2376	33.689285	46.922962
2377	33.74182	46.922634
2378	33.794353	46.922283
2379	33.846886	46.921906
2380	33.899418	46.921505
2381	33.951946	46.92108
2382	34.004475	46.92063
2383	34.057003	46.92016
2384	34.109528	46.919662
2385	34.162052	46.91914
2386	34.214577	46.918594
2387	34.267097	46.918026
2388	34.31962	46.917435
2389	34.372135	46.916817
2390	34.424652	46.916176
2391	34.47717	46.91551
2392	34.529682	46.914818
2393	34.58219	46.914104
2394	34.6347	46.91337
2395	34.687206	46.912605
2396	34.73971	46.91182
2397	34.792213	46.911007
2398	34.84471	46.910175
2399	34.89721	46.909317
2400	34.949703	46.908436
2401	35.002197	46.907528
2402	35.054688	46.906597
2403	35.107174	46.905643
2404	35.15966	46.904663
2405	35.21214	46.903664
2406	35.26462	46.902634
2407	35.317097	46.901585
2408	35.369568	46.90051
2409	35.42204	46.89941
2410	35.474506	46.89829
2411	35.52697	46.89714
2412	35.57943	46.89597
2413	35.631886	46.894775
2414	35.68434	46.89356
2415	35.73679	46.892315
2416	35.789238	46.89105
2417	35.841682	46.88976
2418	35.89412	46.888443
2419	35.946556	46.887104
2420	33.26917	46.960716
2421	33.321743	46.960583
2422	33.374317	46.960423
2423	33.42689	46.96024
2424	33.47946	46.96003
2425	33.532036	46.959797
2426	33.584606	46.95954
2427	33.63718	46.959263
2428	33.68975	46.958958
2429	33.742317	46.95863
2430	33.794888	46.958275
2431	33.847454	46.957897
2432	33.90002	46.957497
2433	33.952587	46.957073
2434	34.00515	46.956623
2435	34.057713	46.95615
2436	34.11027	46.95565
2437	34.162834	46.955128
2438	34.215393	46.954582
2439	34.26795	46.954014
2440	34.320503	46.95342
2441	34.373055	46.9528
2442	34.42561	46.95216
2443	34.478157	46.951492
2444	34.530704	46.9508
2445	34.583252	46.950085
2446	34.635796	46.94935
2447	34.688335	46.948586
2448	34.740875	46.9478
2449	34.793415	46.946987
2450	34.845947	46.94615
2451	34.89848	46.945293
2452	34.95101	46.94441
2453	35.00354	46.9435
2454	35.056065	46.94257
2455	35.108585	46.941612
2456	35.161106	46.940636
2457	35.213623	46.939632
2458	35.266136	46.938602
2459	35.31865	46.93755
2460	35.371155	46.936474
2461	35.42366	46.935375
2462	35.476162	46.93425
2463	35.52866	46.9331
2464	35.581158	46.93193
2465	35.633648	46.930733
2466	35.68614	46.929512
2467	35.738625	46.92827
2468	35.791103	46.927002
2469	35.843582	46.92571
2470	35.896057	46.924393
2471	35.94853	46.92305
2472	33.26935	46.99671
2473	33.321957	46.99658
2474	33.37457	46.996418
2475	33.427177	46.99623
2476	33.479786	46.996025
2477	33.532394	46.995792
2478	33.585	46.995537
2479	33.637608	46.995255
2480	33.690212	46.99495
2481	33.742817	46.99462
2482	33.79542	46.994267
2483	33.848022	46.99389
2484	33.900623	46.99349
2485	33.953224	46.99306
2486	34.005825	46.99261
2487	34.058422	46.992138
2488	34.11102	46.99164
2489	34.163612	46.991116
2490	34.216206	46.99057
2491	34.2688	46.989998
2492	34.32139	46.989403
2493	34.373978	46.988785
2494	34.426563	46.988144
2495	34.47915	46.987476
2496	34.531734	46.986782
2497	34.584312	46.98607
2498	34.636894	46.98533
2499	34.68947	46.984566
2500	34.742043	46.983776
2501	34.794617	46.982964
2502	34.847187	46.98213
2503	34.899754	46.981266
2504	34.95232	46.980385
2505	35.004883	46.979473
2506	35.05744	46.978542
2507	35.11	46.977585
2508	35.162556	46.976604
2509	35.215107	46.975597
2510	35.26766	46.97457
2511	35.3202	46.97352
2512	35.372746	46.97244
2513	35.425285	46.971336
2514	35.47782	46.97021
2515	35.530357	46.969063
2516	35.582886	46.967888
2517	35.635414	46.96669
2518	35.68794	46.96547
2519	35.74046	46.964222
2520	35.792976	46.962955
2521	35.84549	46.96166
2522	35.898	46.960342
2523	35.950504	46.959
2524	33.269527	47.032707
2525	33.322174	47.03257
2526	33.37482	47.03241
2527	33.427464	47.032227
2528	33.480106	47.032017
2529	33.53275	47.031784
2530	33.585392	47.03153
2531	33.638035	47.031246
2532	33.690678	47.03094
2533	33.743317	47.030613
2534	33.795956	47.03026
2535	33.848595	47.02988
2536	33.90123	47.02948
2537	33.953865	47.029053
2538	34.0065	47.028603
2539	34.05913	47.028126
2540	34.111767	47.027626
2541	34.164394	47.027103
2542	34.217026	47.026558
2543	34.269653	47.025986
2544	34.322277	47.02539
2545	34.3749	47.02477
2546	34.427525	47.024128
2547	34.480145	47.023457
2548	34.53276	47.022766
2549	34.585377	47.02205
2550	34.637993	47.02131
2551	34.690605	47.020542
2552	34.743214	47.019756
2553	34.795822	47.01894
2554	34.848427	47.018105
2555	34.90103	47.017242
2556	34.953632	47.016357
2557	35.00623	47.015446
2558	35.058826	47.014515
2559	35.111416	47.013557
2560	35.16401	47.012573
2561	35.216595	47.011566
2562	35.26918	47.010536
2563	35.321762	47.009483
2564	35.37434	47.008404
2565	35.426914	47.0073
2566	35.47949	47.006172
2567	35.532055	47.005024
2568	35.58462	47.00385
2569	35.637184	47.002647
2570	35.689743	47.001427
2571	35.7423	47.00018
2572	35.79485	46.998905
2573	35.847397	46.997612
2574	35.899944	46.996292
2575	35.952484	46.994946
2576	33.26971	47.068703
2577	33.32239	47.068565
2578	33.375072	47.068405
2579	33.427753	47.068222
2580	33.48043	47.068012
2581	33.533108	47.06778
2582	33.58579	47.06752
2583	33.638466	47.067238
2584	33.69114	47.066933
2585	33.743816	47.066605
2586	33.79649	47.06625
2587	33.849163	47.065872
2588	33.901836	47.065468
2589	33.954506	47.06504
2590	34.007175	47.06459
2591	34.059845	47.064114
2592	34.112514	47.063614
2593	34.16518	47.06309
2594	34.217842	47.062542
2595	34.270504	47.06197
2596	34.323166	47.061375
2597	34.375828	47.060753
2598	34.428482	47.06011
2599	34.48114	47.05944
2600	34.533794	47.058746
2601	34.586445	47.05803
2602	34.639095	47.05729
2603	34.691742	47.056522
2604	34.74439	47.055733
2605	34.79703	47.05492
2606	34.84967	47.05408
2607	34.90231	47.05322
2608	34.954945	47.05233
2609	35.00758	47.051422
2610	35.060207	47.050484
2611	35.11284	47.049526
2612	35.165462	47.048542
2613	35.218086	47.047535
2614	35.270706	47.046505
2615	35.323322	47.04545
2616	35.375935	47.04437
2617	35.428547	47.043262
2618	35.48115	47.042133
2619	35.533756	47.04098
2620	35.586357	47.039806
2621	35.638954	47.038605
2622	35.69155	47.03738
2623	35.74414	47.036133
2624	35.796726	47.03486
2625	35.84931	47.03356
2626	35.90189	47.032238
2627	35.954468	47.030895
2628	33.269894	47.104694
2629	33.32261	47.10456
2630	33.375324	47.104397
2631	33.42804	47.104214
2632	33.480755	47.104004
2633	33.53347	47.10377
2634	33.58618	47.10351
2635	33.638893	47.103233
2636	33.691605	47.102924
2637	33.744316	47.102596
2638	33.797028	47.10224
2639	33.849735	47.10186
2640	33.902443	47.10146
2641	33.95515	47.101032
2642	34.007854	47.10058
2643	34.06056	47.100105
2644	34.113262	47.0996
2645	34.165962	47.09908
2646	34.218662	47.09853
2647	34.271362	47.097958
2648	34.32406	47.09736
2649	34.37675	47.09674
2650	34.429447	47.096092
2651	34.482136	47.095425
2652	34.534824	47.09473
2653	34.587513	47.09401
2654	34.640198	47.09327
2655	34.692883	47.092503
2656	34.745564	47.09171
2657	34.79824	47.090897
2658	34.850918	47.090057
2659	34.90359	47.08919
2660	34.95626	47.088306
2661	35.00893	47.08739
2662	35.061596	47.086456
2663	35.11426	47.085495
2664	35.16692	47.08451
2665	35.219578	47.083504
2666	35.272232	47.08247
2667	35.324886	47.081413
2668	35.377533	47.08033
2669	35.43018	47.079224
2670	35.482822	47.078094
2671	35.53546	47.076942
2672	35.5881	47.075764
2673	35.64073	47.074562
2674	35.69336	47.073334
2675	35.745987	47.072086
2676	35.79861	47.07081
2677	35.851227	47.06951
2678	35.903843	47.068188
2679	35.956455	47.06684
2680	33.270073	47.14069
2681	33.322826	47.140553
2682	33.375576	47.140392
2683	33.42833	47.140205
2684	33.48108	47.14
2685	33.53383	47.139763
2686	33.58658	47.139507
2687	33.639324	47.139225
2688	33.692074	47.138916
2689	33.74482	47.138588
2690	33.797565	47.138233
2691	33.850307	47.13785
2692	33.903053	47.137447
2693	33.955795	47.13702
2694	34.008537	47.13657
2695	34.061275	47.136093
2696	34.114014	47.13559
2697	34.16675	47.135067
2698	34.219486	47.134518
2699	34.27222	47.13394
2700	34.32495	47.133347
2701	34.37768	47.13272
2702	34.43041	47.132076
2703	34.483135	47.131405
2704	34.535862	47.13071
2705	34.588585	47.129993
2706	34.641304	47.12925
2707	34.694023	47.12848
2708	34.74674	47.12769
2709	34.799454	47.126873
2710	34.852165	47.12603
2711	34.904873	47.125168
2712	34.95758	47.12428
2713	35.010284	47.123363
2714	35.062984	47.12243
2715	35.115685	47.121468
2716	35.16838	47.12048
2717	35.221073	47.11947
2718	35.273766	47.118435
2719	35.32645	47.11738
2720	35.379135	47.116295
2721	35.431816	47.11519
2722	35.484497	47.114056
2723	35.53717	47.1129
2724	35.589844	47.11172
2725	35.64251	47.11052
2726	35.695175	47.10929
2727	35.747837	47.108036
2728	35.800495	47.106762
2729	35.85315	47.10546
2730	35.9058	47.104137
2731	35.958447	47.102787
2732	33.270256	47.17668
2733	33.323044	47.176548
2734	33.37583	47.176384
2735	33.42862	47.1762
2736	33.481403	47.17599
2737	33.534187	47.17576
2738	33.586975	47.1755
2739	33.63976	47.175217
2740	33.69254	47.174908
2741	33.745323	47.174576
2742	33.798103	47.17422
2743	33.850883	47.173843
2744	33.903664	47.17344
2745	33.95644	47.173008
2746	34.009216	47.172558
2747	34.061993	47.17208
2748	35.169846	47.15645
2749	35.222572	47.155437
2750	35.2753	47.1544
2751	35.328022	47.153343
2752	35.38074	47.152256
2753	35.43346	47.15115
2754	35.48617	47.150017
2755	35.538883	47.14886
2756	35.59159	47.14768
2757	35.644295	47.146473
2758	35.696995	47.145245
2759	35.74969	47.14399
2760	35.802383	47.14271
2761	35.855072	47.14141
2762	35.90776	47.140083
2763	35.96044	47.138733
2764	33.27044	47.212677
2765	33.32326	47.21254
2766	33.376087	47.21238
2767	33.42891	47.212193
2768	33.481728	47.211983
2769	33.53455	47.21175
2770	33.58737	47.21149
2771	33.64019	47.21121
2772	33.69301	47.2109
2773	33.745827	47.210567
2774	33.798645	47.210213
2775	33.85146	47.20983
2776	33.904274	47.209427
2777	33.95709	47.209
2778	34.0099	47.208546
2779	34.06271	47.20807
2780	35.17131	47.192417
2781	35.224075	47.191402
2782	35.276836	47.19037
2783	35.329594	47.189304
2784	35.38235	47.18822
2785	35.435104	47.18711
2786	35.48785	47.185978
2787	35.540596	47.18482
2788	35.59334	47.183636
2789	35.64608	47.18243
2790	35.698814	47.1812
2791	35.75155	47.179943
2792	35.804276	47.178665
2793	35.857002	47.17736
2794	35.90972	47.176033
2795	35.96244	47.17468
2796	33.270622	47.24867
2797	33.323483	47.24853
2798	33.37634	47.24837
2799	33.4292	47.248184
2800	33.482056	47.247974
2801	33.534912	47.24774
2802	33.58777	47.247482
2803	33.640625	47.2472
2804	33.693478	47.24689
2805	33.74633	47.24656
2806	33.799183	47.2462
2807	33.852036	47.245823
2808	33.904884	47.245415
2809	33.957737	47.244987
2810	34.010582	47.244534
2811	34.06343	47.244053
2812	35.17278	47.228386
2813	35.22558	47.22737
2814	35.278378	47.226334
2815	35.331173	47.22527
2816	35.38396	47.224182
2817	35.43675	47.223072
2818	35.489536	47.221935
2819	35.542316	47.220776
2820	35.595093	47.219593
2821	35.64787	47.218384
2822	35.70064	47.21715
2823	35.753407	47.215897
2824	35.80617	47.214615
2825	35.858932	47.21331
2826	35.91169	47.21198
2827	35.964443	47.210625
2828	33.270805	47.284664
2829	33.3237	47.284527
2830	33.376595	47.284363
2831	33.42949	47.28418
2832	33.482384	47.283966
2833	33.535275	47.283733
2834	33.588165	47.283474
2835	33.64106	47.283188
2836	33.693947	47.282883
2837	33.746838	47.28255
2838	33.799725	47.282192
2839	33.85261	47.28181
2840	33.9055	47.281406
2841	33.958385	47.280975
2842	34.01127	47.28052
2843	34.06415	47.28004
2844	35.17425	47.26435
2845	35.22709	47.263336
2846	35.27992	47.2623
2847	35.33275	47.261234
2848	35.38558	47.260147
2849	35.4384	47.259033
2850	35.491222	47.257896
2851	35.544037	47.256733
2852	35.59685	47.25555
2853	35.649662	47.25434
2854	35.70247	47.253105
2855	35.755272	47.251846
2856	35.80807	47.250565
2857	35.860867	47.249256
2858	35.913662	47.247925
2859	35.96645	47.24657
2860	33.27099	47.320656
2861	33.32392	47.32052
2862	33.37685	47.320354
2863	33.429783	47.32017
2864	33.48271	47.319958
2865	33.535637	47.319725
2866	33.588566	47.319466
2867	33.641495	47.31918
2868	33.69442	47.31887
2869	33.747345	47.31854
2870	33.80027	47.31818
2871	33.85319	47.3178
2872	33.906113	47.317394
2873	33.959034	47.316963
2874	34.011955	47.31651
2875	34.064873	47.31603
2876	35.175728	47.30032
2877	35.2286	47.2993
2878	35.281467	47.298264
2879	35.33433	47.297195
2880	35.387196	47.29611
2881	35.440056	47.294994
2882	35.49291	47.293854
2883	35.545765	47.292694
2884	35.598614	47.291504
2885	35.65146	47.290295
2886	35.7043	47.28906
2887	35.75714	47.2878
2888	35.809975	47.286514
2889	35.86281	47.285206
2890	35.915634	47.283875
2891	35.96846	47.282516
2892	33.271175	47.356647
2893	33.324142	47.35651
2894	33.377106	47.35635
2895	33.430073	47.356163
2896	33.48304	47.35595
2897	33.536003	47.355717
2898	33.588966	47.355457
2899	33.64193	47.35517
2900	33.694893	47.354862
2901	33.747852	47.35453
2902	33.80081	47.35417
2903	33.85377	47.35379
2904	33.90673	47.353382
2905	33.959686	47.35295
2906	34.01264	47.352497
2907	34.065598	47.352016
2908	35.177204	47.336285
2909	35.23011	47.33527
2910	35.283016	47.334225
2911	35.33592	47.33316
2912	35.388817	47.33207
2913	35.44171	47.330956
2914	35.494602	47.329815
2915	35.547493	47.32865
2916	35.600376	47.32746
2917	35.65326	47.32625
2918	35.70614	47.325012
2919	35.75901	47.32375
2920	35.811882	47.322464
2921	35.86475	47.321156
2922	35.917614	47.31982
2923	35.970474	47.31846
2924	33.27136	47.39264
2925	33.324364	47.3925
2926	33.377365	47.39234
2927	33.430367	47.392155
2928	33.483368	47.39194
2929	33.53637	47.39171
2930	33.589367	47.391445
2931	33.642365	47.391163
2932	33.695366	47.390854
2933	33.748363	47.39052
2934	33.801357	47.39016
2935	33.854355	47.38978
2936	33.90735	47.38937
2937	33.96034	47.38894
2938	34.013332	47.38848
2939	34.066322	47.388
2940	35.178684	47.372253
2941	35.23163	47.371235
2942	35.28457	47.37019
2943	35.337505	47.36912
2944	35.390438	47.36803
2945	35.44337	47.366913
2946	35.4963	47.365772
2947	35.549225	47.36461
2948	35.602146	47.36342
2949	35.655064	47.3622
2950	35.707977	47.360966
2951	35.760887	47.3597
2952	35.813793	47.358414
2953	35.866695	47.3571
2954	35.919598	47.355766
2955	35.972492	47.354404
2956	33.271545	47.42863
2957	33.324585	47.428493
2958	33.37762	47.428333
2959	33.43066	47.428146
2960	33.483696	47.427933
2961	33.53673	47.427696
2962	33.589767	47.427437
2963	33.642803	47.42715
2964	33.69584	47.42684
2965	33.74887	47.42651
2966	33.801903	47.42615
2967	33.854935	47.425766
2968	33.907967	47.425358
2969	33.960995	47.424927
2970	34.014023	47.42447
2971	34.067047	47.42399
2972	35.18017	47.40822
2973	35.233147	47.4072
2974	35.286125	47.406155
2975	35.339096	47.405087
2976	35.392067	47.40399
2977	35.445034	47.402874
2978	35.497997	47.40173
2979	35.550957	47.400562
2980	35.603916	47.399372
2981	35.656868	47.398155
2982	35.70982	47.396915
2983	35.762764	47.395653
2984	35.81571	47.394363
2985	35.86865	47.393047
2986	35.92158	47.391712
2987	35.974514	47.39035
2988	33.27173	47.464622
2989	33.324806	47.464485
2990	33.37788	47.464325
2991	33.430954	47.464138
2992	33.484028	47.463924
2993	33.537098	47.463688
2994	33.59017	47.46343
2995	33.64324	47.463142
2996	33.696312	47.462833
2997	33.749382	47.462498
2998	33.802452	47.46214
2999	33.85552	47.461754
3000	33.908585	47.461346
3001	33.96165	47.460915
3002	34.014713	47.460457
3003	34.067776	47.459972
3004	35.181656	47.444187
3005	35.23467	47.443165
3006	35.28768	47.44212
3007	35.34069	47.441048
3008	35.393696	47.439953
3009	35.4467	47.438835
3010	35.4997	47.43769
3011	35.552696	47.43652
3012	35.60569	47.43533
3013	35.65868	47.43411
3014	35.711666	47.43287
3015	35.76465	47.431602
3016	35.817627	47.430313
3017	35.8706	47.428997
3018	35.923573	47.427658
3019	35.97654	47.426292
3020	33.271915	47.500614
3021	33.325027	47.500477
3022	33.378136	47.500317
3023	33.431248	47.500126
3024	33.484356	47.499916
3025	33.537468	47.49968
3026	33.590576	47.499416
3027	33.64368	47.49913
3028	33.69679	47.49882
3029	33.749893	47.498486
3030	33.802998	47.498127
3031	33.856102	47.49774
3032	33.909206	47.497334
3033	33.962307	47.4969
3034	34.015408	47.49644
3035	34.068504	47.49596
3036	35.183144	47.480152
3037	35.236195	47.47913
3038	35.28924	47.47808
3039	35.34229	47.47701
3040	35.395332	47.475914
3041	35.44837	47.474792
3042	35.501408	47.473648
3043	35.55444	47.472477
3044	35.607468	47.471283
3045	35.660492	47.470062
3046	35.713516	47.46882
3047	35.766533	47.467552
3048	35.81955	47.46626
3049	35.87256	47.464943
3050	35.925568	47.4636
3051	35.978573	47.462234
3052	33.272102	47.536606
3053	33.32525	47.53647
3054	33.378395	47.536304
3055	33.43154	47.536118
3056	33.484688	47.535904
3057	33.537834	47.535667
3058	33.590977	47.535408
3059	33.644123	47.535122
3060	33.697266	47.53481
3061	33.75041	47.534473
3062	33.803547	47.534115
3063	33.85669	47.53373
3064	33.90983	47.53332
3065	33.962967	47.532887
3066	34.0161	47.53243
3067	34.069237	47.531944
3068	35.184635	47.516117
3069	35.237724	47.515095
3070	35.29081	47.514046
3071	35.34389	47.51297
3072	35.39697	47.511875
3073	35.450043	47.51075
3074	35.503117	47.509605
3075	35.556183	47.508434
3076	35.60925	47.507236
3077	35.66231	47.506016
3078	35.71537	47.504772
3079	35.768425	47.5035
3080	35.821476	47.50221
3081	35.874523	47.50089
3082	35.927567	47.499546
3083	35.980606	47.49818
3084	33.272285	47.572598
3085	33.32547	47.57246
3086	33.378654	47.572296
3087	33.43184	47.57211
3088	33.48502	47.571896
3089	33.538204	47.57166
3090	33.591385	47.571396
3091	33.644566	47.57111
3092	33.697742	47.5708
3093	33.750923	47.570465
3094	33.8041	47.570103
3095	33.857277	47.569717
3096	33.91045	47.56931
3097	33.963623	47.568874
3098	34.016796	47.568413
3099	34.06997	47.567932
3100	35.18613	47.552082
3101	35.239254	47.551056
3102	35.292377	47.550007
3103	35.345493	47.548935
3104	35.39861	47.547832
3105	35.45172	47.54671
3106	35.50483	47.545563
3107	35.557934	47.544388
3108	35.611034	47.54319
3109	35.66413	47.54197
